rfm_segment,C1,C2,C3,C4,C5,C6 (pilot)
Core high-value (recent),2.865172461404891,2.3862986442861045,1.5276119008975684,1.6901112953615016,2.7917211075402144,2.1670168737725954
High-value (cooling),2.3478664821152977,1.7664808146014022,1.0132233117226055,1.5099740413104323,2.390066371119409,1.653171205976518
High-value (lapsing),2.228171328125106,1.7272256853880377,1.052626440511818,2.1851002126696746,2.6444477041859193,1.036957704042294
Low-value (cooling),0.0,0.0,0.7943581884667356,0.11655939968010355,0.0,0.33107202238192435
Low-value (lapsing),0.0,0.0,0.6903154319731715,0.17956448058826766,0.0,0.1236436054104484
Low-value (recent),0.0,0.34854329974198067,1.3119651626004587,0.0595864195674072,0.0,1.1693469229176487
Mid-value (cooling),0.4051220596591102,0.34544513707760754,0.43343441668133675,1.181135250091716,0.3689927029096632,0.6099751200248789
Mid-value (lapsing),0.5377726455651904,1.3756664750878176,1.1096140250059507,0.9407271903385349,0.3061333265290347,0.4250932805483115
Mid-value (recent),0.615895023130404,1.05033994381705,1.0668511221403558,1.1372417103923618,0.49863878771576103,1.4837232649253809
