feature_set,n_features,roc_auc,pr_auc,lift@10%,recall@10%,lift@20%,recall@20%,lift@30%,recall@30%
full,31,0.7400926747510599,0.41202670721281176,3.229692867245908,0.3231292517006803,2.328778541119418,0.46598639455782315,2.0964672997912035,0.6292517006802721
no_recency,30,0.7416780045351474,0.41356098440969496,3.229692867245908,0.3231292517006803,2.3627753081430587,0.47278911564625853,2.0964672997912035,0.6292517006802721
history_demographics_only,16,0.7463708961845608,0.46194585398151644,3.467670236411396,0.3469387755102041,2.770736512426753,0.5544217687074829,2.232454367885768,0.6700680272108843
